street,number,plz,place,canton,rooms,area,price
Tösstalstrasse,231,8405,Winterthur,ZH,4,75,1890
Reismühlestr.,1,8409,Winterthur,ZH,3.5,80,1890
Wydenstrasse,45,8408,Winterthur,ZH,3.5,86,1890
Alte Römerstr.,41,8404,Winterthur,ZH,4.5,105,1895
Schlossackerstrasse,48,8404,Winterthur,ZH,3.5,90,1900
Pionierstr.,22,8400,Winterthur,ZH,1,89,1900
Julie-Bikle-Str.,25,8406,Winterthur,ZH,3.5,78,1910
Büelhofstrasse,46,8405,Winterthur,ZH,4,77,1920
Rychenbergstrasse,16,8400,Winterthur,ZH,4,82,1921
Wässerwiesenstr.,79,8408,Winterthur,ZH,3.5,93,1922
Schulergasse,4,8406,Winterthur,ZH,4,85,1930
Wässerwiesenstr.,79,8408,Winterthur,ZH,3.5,93,1940
Hegifeldstr.,89,8404,Winterthur,ZH,3.5,95,1950
Tösstalstrasse,78,8400,Winterthur,ZH,3.5,77,1950
Espenstrasse,73,8408,Winterthur,ZH,3.5,83,1970
Tösstalstrasse,170,8400,Winterthur,ZH,3.5,90,1990
Neuwiesenstrasse,8,8400,Winterthur,ZH,3.5,80,1990
Schlossbergstrasse,16,8408,Winterthur,ZH,3.5,92,1990
Markgasse,28,8400,Winterthur,ZH,3,80,1990
Schaffhauserstrasse,29,8400,Winterthur,ZH,4,82,1990
Freiestrasse,57,8406,Winterthur,ZH,3.5,65,1990
St. Gallerstrasse,80,8400,Winterthur,ZH,4,85,1990
Grenzstrase,19,8406,Winterthur,ZH,4.5,85,2020
Rossbergstrasse,32,8406,Winterthur,ZH,2.5,78,2020
Weststr.,137,8408,Winterthur,ZH,3.5,86,2022
Burgstrasse,11,8408,Winterthur,ZH,3.5,81,2050
Hegifeldstr.,87,8404,Winterthur,ZH,3.5,115,2065
Wässerwiesenstr.,79,8408,Winterthur,ZH,3.5,93,2070
Seenerstrasse,166,8405,Winterthur,ZH,4.5,92,2100
Seenerstrasse,166,8406,Winterthur,ZH,4.5,92,2100
Else-Züblin-Strasse,73,8404,Winterthur,ZH,3.5,93,2102
Landvogt-Waser-Strasse,50,8405,Winterthur,ZH,3.5,87,2104
Rebenweg,44,8408,Winterthur,ZH,4.5,117,2110
Else-Züblin-Strasse,104,8404,Winterthur,ZH,3.5,103,2110
Geiselweidstrasse,5,8400,Winterthur,ZH,3.5,68,2120
Hofwiesenweg,7,8405,Winterthur,ZH,3.5,77,2123
Zürcherstrasse,47,8406,Winterthur,ZH,4.5,90,2145
Waldeggstrasse,38,8405,Winterthur,ZH,2.5,91,2150
Sulzerallee,65,8404,Winterthur,ZH,2.5,98,2160
Wurmbühlstrasse,8,8405,Winterthur,ZH,5.5,128,2180
Eichenweg,70,8408,Winterthur,ZH,4.5,99,2189
Römerstrasse,54,8400,Winterthur,ZH,4.5,111,2190
Rebenweg,42,8408,Winterthur,ZH,4.5,127,2190
Obere Schöntalstrasse,44,8406,Winterthur,ZH,3.5,107,2191
Hofwiesenweg,9,8405,Winterthur,ZH,4.5,92,2197
Tösstalstrasse,78,8400,Winterthur,ZH,3.5,98,2200
Wülflingerstrasse,235,8408,Winterthur,ZH,3.5,111,2229
Sulzer-Allee,75,8404,Winterthur,ZH,3.5,98,2230
Else-Züblin-Strasse,112,8404,Winterthur,ZH,3.5,122,2235
Schlossmühlestrasse,5,8408,Winterthur,ZH,4.5,110,2250
St. Gallerstrasse,20,8400,Winterthur,ZH,3,100,2250
Schaffhauserstrasse,6,8400,Winterthur,ZH,3,84,2290
Schützenstrasse,35,8400,Winterthur,ZH,4.5,84,2290
Kastellweg,11,8404,Winterthur,ZH,3.5,99,2290
Espenstrasse,88,8408,Winterthur,ZH,4.5,105,2335
Katharina Sulzer Platz,6,8400,Winterthur,ZH,2.5,110,2345
Landvogt Waser-Strasse,69,8405,Winterthur,ZH,4.5,106,2348
Schlossbergstrasse,16,8408,Winterthur,ZH,4.5,120,2350
Geiselweidstrasse,5,8400,Winterthur,ZH,4.5,82,2380
Espenstrasse,86,8408,Winterthur,ZH,4.5,105,2380
Sulzerallee,55,8404,Winterthur,ZH,4.5,108,2385
Weberstrasse,91,8400,Winterthur,ZH,4.5,109,2400
Burgstrasse,19,8408,Winterthur,ZH,4.5,101,2410
Hörnlistrasse,4,8400,Winterthur,ZH,5.5,142,2427
Espenstrasse,72,8408,Winterthur,ZH,4.5,116,2442
Rümikerstrasse,36,8409,Winterthur,ZH,4.5,114,2450
Schlosshofstrasse,15,8400,Winterthur,ZH,4.5,105,2460
Untertor,34,8400,Winterthur,ZH,2.5,102,2465
Obere Schöntalstrasse,46,8406,Winterthur,ZH,4.5,122,2470
Sulzerallee,51,8404,Winterthur,ZH,4.5,108,2475
Julie-Bikle-Str.,25,8406,Winterthur,ZH,5.5,123,2490
Im Gässli,5,8405,Winterthur,ZH,4.5,134,2500
St. Gallerstrasse,50,8400,Winterthur,ZH,3.5,115,2520
Weberstrasse,91,8400,Winterthur,ZH,4.5,109,2530
Eichgutstr.,6,8400,Winterthur,ZH,3.5,103,2540
Seuzacherstr.,7,8400,Winterthur,ZH,3.5,98,2550
Römerstrasse,54,8400,Winterthur,ZH,4.5,145,2560
Sulzerallee,65,8404,Winterthur,ZH,3.5,113,2580
Schlosstalstrasse,28,8406,Winterthur,ZH,4.5,107,2590
Rossbergstrasse,29,8406,Winterthur,ZH,3.5,117,2630
Theaterstrasse,27,8400,Winterthur,ZH,3.5,89,2635
Weberstrasse,91,8400,Winterthur,ZH,4.5,109,2650
Rychenbergstr.,61,8400,Winterthur,ZH,4.5,121,2650
Kirchackerstrasse,18,8405,Winterthur,ZH,5.5,137,2650
Hobelwerkweg,21,8404,Winterthur,ZH,4.5,119,2665
Espenstrasse,93,8408,Winterthur,ZH,4.5,123,2690
Sulzerallee,53,8404,Winterthur,ZH,3.5,100,2705
Schlosstalstrasse,26,8406,Winterthur,ZH,4.5,104,2750
Brühlbergstrasse,8,8400,Winterthur,ZH,5.5,133,2750
Wiesenstrasse,39,8400,Winterthur,ZH,3.5,104,2820
Am Eulachpark,45,8404,Winterthur,ZH,5.5,143,2880
Else-Züblin-Strasse,112,8404,Winterthur,ZH,4.5,162,2900
Poststrasse,1,8406,Winterthur,ZH,4.5,112,2901
Römerstr.,14,8400,Winterthur,ZH,3.5,110,2913
Alte Römerstrasse,18,8404,Winterthur,ZH,5,145,2990
Theaterstrasse,25,8400,Winterthur,ZH,3.5,92,3000
Eichgutstr.,6,8400,Winterthur,ZH,4.5,123,3080
Sulzer-Allee,83,8404,Winterthur,ZH,5.5,150,3400
Am Eulachpark,12,8404,Winterthur,ZH,5.5,160,3599
Rychenbergstrasse,161,8400,Winterthur,ZH,4.5,121,3600
Büelrainstrasse,15,8400,Winterthur,ZH,5,171,4100
Archplatz,4,8400,Winterthur,ZH,3.5,158,4720
Endlikerstrasse,88,8400,Winterthur,ZH,2.5,60,1348
Sulzerallee,75,8404,Winterthur,ZH,3.5,98,2230
Florastrasse,38,3600,Thun,BE,3.5,67,1690
Aarestrasse,10,3600,Thun,BE,3.5,82,1890
Siedlungsstrasse,4,3603,Thun,BE,4.5,112,2130
Länggasse,90,3600,Thun,BE,4,79,1520
Allmendstr.,5,3600,Thun,BE,3.5,97,2065
Siedlungsstrasse,5,3603,Thun,BE,4.5,106,2020
Frutigenstrasse,68,3604,Thun,BE,3.5,72,1350
Scheibenstrasse,15,3600,Thun,BE,3.5,88,1910
Bälliz,54,3600,Thun,BE,2.5,76,1915
Länggasse,15,3600,Thun,BE,4.5,102,2260
Talackerstrasse,53,3604,Thun,BE,2.5,50,1190
Frutigenstrasse,40,3600,Thun,BE,1.5,30,1225
Frutigenstrasse,8,3600,Thun,BE,2.5,52,1250
Länggasse,92,3600,Thun,BE,3,66,1260
Zuberweg,19,3608,Thun,BE,3.5,55,1290
Länggasse,8,3600,Thun,BE,3.5,95,1290
Burgstrasse,14,3600,Thun,BE,2.5,72,1320
Untere Hauptgasse,22,3600,Thun,BE,2.5,72,1340
Bernstrasse,13,3600,Thun,BE,3.5,74,1355
Frutigenstrasse,40,3600,Thun,BE,1,35,1375
Frutigenstrasse,68,3604,Thun,BE,3.5,62,1380
Länggasse,59,3600,Thun,BE,3.5,77,1390
Länggasse,74,3600,Thun,BE,3.5,59,1430
Bubenbergstr.,34,3604,Thun,BE,3.5,84,1440
Ulmenweg,10,3604,Thun,BE,3.5,70,1480
Von-May-Str.,3,3604,Thun,BE,3.5,84,1485
Dohlenweg,3,3604,Thun,BE,3.5,65,1490
Marktgasse,4,3600,Thun,BE,2.5,74,1490
Bubenbergstr.,32,3604,Thun,BE,3.5,76,1495
Waisenhausstrasse,3,3600,Thun,BE,3,77,1500
Bürglenstrasse,69,3600,Thun,BE,4,70,1500
Bernstrasse,1,3600,Thun,BE,2.5,72,1500
Bernstrasse,1,3600,Thun,BE,2.5,72,1500
Neumattstrasse,23,3600,Thun,BE,3.5,81,1505
Waisenhausstrasse,3,3600,Thun,BE,3,77,1510
Ulmenweg,25,3604,Thun,BE,3,78,1520
Bostudenstrasse,25,3604,Thun,BE,3.5,72,1525
Bostudenstrasse,17,3604,Thun,BE,3.5,72,1525
Mittlere Strasse,22,3600,Thun,BE,4,74,1535
Frutigenstrasse,75,3604,Thun,BE,4,84,1540
Bälliz,56,3600,Thun,BE,4.5,140,1550
Von May-Str.,28,3604,Thun,BE,3.5,78,1550
Bucheggweg,3,3604,Thun,BE,3.5,80,1570
Frutigenstrasse,75,3604,Thun,BE,4,75,1580
Distelweg,25,3604,Thun,BE,4.5,85,1600
Von May-Str.,12,3604,Thun,BE,3.5,75,1610
Siedlungsstrasse,16,3603,Thun,BE,3,82,1629
Von May-Str.,30,3604,Thun,BE,3.5,85,1637
Länggasse,74,3600,Thun,BE,4.5,76,1640
Länggasse,100,3600,Thun,BE,4.5,83,1640
Balmweg,18,3604,Thun,BE,3.5,67,1645
Balmweg,18,3604,Thun,BE,3.5,67,1645
Bellevuestrasse,17,3600,Thun,BE,1,83,1650
Meisenweg,31,3604,Thun,BE,3.5,76,1650
Balmweg,16,3604,Thun,BE,3.5,67,1655
Länggasse,100,3600,Thun,BE,4.5,83,1660
Neufeldstrasse,8,3604,Thun,BE,4.5,96,1670
Bubenbergstrasse,24,3604,Thun,BE,4.5,89,1680
Ob. Hauptgasse,79,3600,Thun,BE,3.5,108,1680
Balmweg,18,3604,Thun,BE,3.5,67,1685
Balmweg,18,3604,Thun,BE,3.5,67,1685
Feldstrasse,34,3604,Thun,BE,3.5,72,1690
Goldiwilstrasse,35,3600,Thun,BE,3,68,1690
Arvenweg,2,3604,Thun,BE,4,85,1690
Sustenstrasse,22,3604,Thun,BE,3.5,81,1695
Neufeldstrasse,8,3604,Thun,BE,4.5,96,1700
Bubenbergstrasse,22,3604,Thun,BE,4.5,89,1700
Neufeldstrasse,10,3604,Thun,BE,4.5,96,1720
Bubenbergstrasse,28,3604,Thun,BE,4.5,89,1720
Talackerstrasse,45,3604,Thun,BE,3.5,80,1720
Länggasse,59,3600,Thun,BE,4.5,92,1730
Pestalozzistrasse,83,3600,Thun,BE,3.5,80,1740
Bernstrasse,1,3600,Thun,BE,3.5,86,1755
Bubenbergstrasse,20,3604,Thun,BE,3.5,124,1790
Favriweg,6,3604,Thun,BE,4.5,97,1790
Balmweg,22,3604,Thun,BE,3.5,72,1800
Länggasse,49,3600,Thun,BE,3.5,67,1800
Schlossmattstrasse,12,3600,Thun,BE,3.5,72,1810
Hagacherweg,16,3608,Thun,BE,4.5,113,1830
Bubenbergstrasse,25,3604,Thun,BE,2.5,87,1840
Meisenweg,14,3604,Thun,BE,4.5,75,1850
von May-Strasse,4,3604,Thun,BE,4.5,142,1850
Meisenweg,12,3604,Thun,BE,4.5,75,1860
Von May-Str.,28,3604,Thun,BE,4.5,105,1860
Balmweg,24,3604,Thun,BE,3.5,78,1870
Hofstettenstrasse,1,3600,Thun,BE,3.5,100,1880
Bernstrasse,5,3600,Thun,BE,4.5,102,1890
Scherzligweg,10,3600,Thun,BE,4.5,90,1895
Balmweg,22,3604,Thun,BE,3.5,78,1900
Hagacherweg,4,3608,Thun,BE,4.5,120,1910
Allmendstr.,3,3600,Thun,BE,3.5,89,1940
Gewerbestr.,6,3600,Thun,BE,3.5,90,1960
Bälliz,64,3600,Thun,BE,3,84,1983
Marquard-Wocher-Str.,3,3600,Thun,BE,3.5,121,1985
Frutigenstrasse,46,3600,Thun,BE,3.5,79,1990
Favriweg,8,3604,Thun,BE,5,112,2010
Langestrasse,4,3603,Thun,BE,3.5,91,2015
Siedlungsstrasse,5,3603,Thun,BE,4.5,106,2020
Langestrasse,6,3603,Thun,BE,3.5,93,2035
Balmweg,22,3604,Thun,BE,4.5,83,2060
Talackerstrasse,45,3604,Thun,BE,4.5,115,2100
Elsterweg,13,3603,Thun,BE,4.5,120,2100
Scheibenstrasse,19,3600,Thun,BE,4.5,109,2104
Frutigenstrasse,63,3604,Thun,BE,4.5,105,2110
Siedlungsstrasse,5,3603,Thun,BE,4.5,106,2120
Langestrasse,6,3603,Thun,BE,3.5,93,2185
Dählenweg,13,3603,Thun,BE,5.5,131,2190
Scheibenstrasse,29,3600,Thun,BE,4.5,109,2216
Siedlungsstrasse,7,3603,Thun,BE,4.5,118,2220
Scheibenstrasse,29,3600,Thun,BE,4.5,109,2274
Eggenweg,6,3604,Thun,BE,4.5,93,2290
Allmendstr.,5,3600,Thun,BE,4.5,116,2290
Eggenweg,6,3604,Thun,BE,4.5,93,2320
Jungfraustrasse,26,3600,Thun,BE,4.5,128,2350
Langestrasse,4,3603,Thun,BE,3.5,91,2365
Allmendstr.,3,3600,Thun,BE,4.5,123,2420
Distelweg,16,3600,Thun,BE,3.5,89,2420
Allmendstr.,3,3600,Thun,BE,4.5,118,2450
Schulstrasse,26,3604,Thun,BE,4.5,153,2490
Sustenstrasse,28,3604,Thun,BE,4.5,135,2520
Freienhofgasse,3,3600,Thun,BE,2.5,102,2550
Bälliz,60,3600,Thun,BE,4.5,144,2640
Höheweg,23,3600,Thun,BE,4.5,123,2720
Schadaustr.,25,3604,Thun,BE,4.5,150,2750
Lauenenweg,51,3600,Thun,BE,4.5,130,2770
Freienhofgasse,3,3600,Thun,BE,3.5,140,2970
Freienhofgasse,5,3600,Thun,BE,3.5,150,2990
Mittlere Strasse,14,3600,Thun,BE,3.5,72,1510
Scherzligweg,8,3600,Thun,BE,4.5,90,1800
G.F.Heilmannstrasse,2,2503,Biel/Bienne,BE,2.5,46,1170
G.F.Heilmannstrasse,2,2503,Biel/Bienne,BE,3.5,78,1350
Collegegasse,8,2502,Biel/Bienne,BE,2.5,85,1900
Rüschlistrasse,6,2502,Biel/Bienne,BE,1,31,795
Zentralstrasse,70,2503,Biel/Bienne,BE,3.5,89,1730
Poststrasse,36,2504,Biel/Bienne,BE,3.5,69,1225
Hugistrasse,4,2502,Biel/Bienne,BE,4.5,103,1840
Theodor-Kocher-Strasse,5,2500,Biel/Bienne,BE,1,53,1280
Brüggstrasse,84,2503,Biel/Bienne,BE,2,46,1090
Brüggstrasse,84,2503,Biel/Bienne,BE,3,60,1160
Brüggstrasse,64,2503,Biel/Bienne,BE,3.5,65,1230
Meisenweg,12,2503,Biel/Bienne,BE,3,55,990
Gottstattstrasse,60,2503,Biel/Bienne,BE,3.5,64,1350
Adam-Friedrich-Molzgasse,10,2502,Biel/Bienne,BE,5.5,132,2790
Burggasse,1,2502,Biel/Bienne,BE,3.5,120,1740
Mettstrasse,146,2504,Biel/Bienne,BE,3,62,1125
Ackerweg,3,2503,Biel/Bienne,BE,3.5,75,1100
Parkweg,10,2502,Biel/Bienne,BE,4.5,97,2100
Güterstrasse,21,2502,Biel/Bienne,BE,2,55,1235
Parkweg,10,2502,Biel/Bienne,BE,4.5,117,2200
General Dufour Strasse,164,2502,Biel/Bienne,BE,3.5,90,1530
Mattenstrasse,132,2503,Biel/Bienne,BE,3,62,1250
Güterstrasse,15,2502,Biel/Bienne,BE,2.5,60,1450
Länggasse,44,2504,Biel/Bienne,BE,4,90,1980
Länggasse,44,2504,Biel/Bienne,BE,2.5,52,1415
Aarbergstrasse,2,2500,Biel/Bienne,BE,1,25,450
Hainbuchenweg,15,2500,Biel/Bienne,BE,4,80,1550
reuchenettestrasse,17,2502,Biel/Bienne,BE,3.5,75,1300
Hans-Hugi-Strasse,3,2502,Biel/Bienne,BE,2.5,54,1220
Meisenweg,16,2503,Biel/Bienne,BE,1,9,245
Erlenweg,15,2503,Biel/Bienne,BE,1,20,350
Hans-Hugi-Strasse,3,2502,Biel/Bienne,BE,1,22,500
Karl-Staufferstr.,7,2502,Biel/Bienne,BE,1,31,570
Feldeckstrasse,5,2502,Biel/Bienne,BE,1,32,680
Blumenrain,52,2503,Biel/Bienne,BE,1,22,780
Gewerbehofstrasse,2,2503,Biel/Bienne,BE,2,35,835
Nelkenstrasse,1,2502,Biel/Bienne,BE,1,36,850
Poststrasse,17,2504,Biel/Bienne,BE,2,44,865
Dufourstrasse,116,2502,Biel/Bienne,BE,2,50,880
Zentralstrasse,92,2503,Biel/Bienne,BE,1.5,27,880
Mittelstrasse,19,2502,Biel/Bienne,BE,1.5,34,900
Madretschstrasse,94,2503,Biel/Bienne,BE,2,55,900
Lischenweg,24,2503,Biel/Bienne,BE,2,47,925
Haldenstrasse,20,2502,Biel/Bienne,BE,2,40,940
Poststrasse,42,2504,Biel/Bienne,BE,2.5,49,960
Eisfeldstrasse,17,2504,Biel/Bienne,BE,2,49,970
Meisenweg,10,2503,Biel/Bienne,BE,3,56,970
Mühlestrasse,48,2500,Biel/Bienne,BE,2,47,1000
Bartolomäusweg,15,2504,Biel/Bienne,BE,2.5,52,1000
Güterstrasse,3,2502,Biel/Bienne,BE,2,50,1050
Südstrasse,2,2504,Biel/Bienne,BE,2.5,63,1050
Karl-Staufferstr.,9,2502,Biel/Bienne,BE,3,55,1060
Solothurnstrasse,31,2502,Biel/Bienne,BE,2.5,53,1070
Ernst Schülerstrasse,29,2500,Biel/Bienne,BE,2.5,47,1090
Schöneggstrasse,20,2503,Biel/Bienne,BE,3,75,1090
Ernst Schülerstrasse,29,2500,Biel/Bienne,BE,2.5,52,1090
Mattenstrasse,54,2503,Biel/Bienne,BE,3,46,1090
Dufourstrasse,95,2502,Biel/Bienne,BE,3,70,1090
Mettstrasse,67,2504,Biel/Bienne,BE,3,72,1110
Mettstrasse,146,2504,Biel/Bienne,BE,3,62,1115
Fuchsenried,24,2504,Biel,BE,3,60,1120
Zentralstrasse,56,2502,Biel/Bienne,BE,2.5,61,1130
Madretschstrasse,108,2503,Biel/Bienne,BE,2.5,58,1141
General-Dufour-Strasse,55,2502,Biel/Bienne,BE,3.5,70,1150
General-Dufour-Strasse,55,2502,Biel/Bienne,BE,3.5,80,1150
J. Verresius-Strasse,8,2502,Biel/Bienne,BE,3,57,1167
Neumarktstrasse,23,2502,Biel/Bienne,BE,2.5,75,1170
Länggasse,9,2504,Biel/Bienne,BE,2.5,41,1180
Mattenstrasse,89,2503,Biel/Bienne,BE,3,60,1180
Mühlestrasse,46,2502,Biel/Bienne,BE,3.5,71,1180
Tscheneyweg,61,2504,Biel/Bienne,BE,3,60,1190
Mattenstrasse,154,2503,Biel/Bienne,BE,3,70,1190
Bözingenstrasse,138,2504,Biel/Bienne,BE,2.5,70,1195
General-Dufourstrasse,112,2502,Biel/Bienne,BE,3,75,1200
Schöneggstrasse,15,2503,Biel/Bienne,BE,3,65,1200
Bärenmatt,4,2503,Biel/Bienne,BE,3.5,70,1200
Neuengasse,42,2502,Biel/Bienne,BE,3.5,61,1230
Blumenrain,2,2503,Biel/Bienne,BE,3,65,1230
Löhrenweg,19,2504,Biel/Bienne,BE,2.5,58,1230
Lischenweg,23,2500,Biel/Bienne,BE,3,65,1230
Bözingenstrasse,90,2502,Biel/Bienne,BE,3.5,69,1240
Florastrasse,16,2505,Biel/Bienne,BE,3,70,1250
Hermann-Lienhardstrasse,47,2504,Biel/Bienne,BE,2,76,1250
Schwadernauweg,30,2504,Biel/Bienne,BE,2,45,1260
Solothurnstrasse,35,2504,Biel/Bienne,BE,2.5,52,1260
Wilhelm-Kutterweg,31,2503,Biel/Bienne,BE,3.5,74,1260
Oberer Quai,138,2503,Biel/Bienne,BE,3,70,1270
Poststrasse,17,2504,Biel/Bienne,BE,3.5,73,1275
Mettstrasse,125,2500,Biel/Bienne,BE,3.5,60,1290
Jakobstrasse,42,2504,Biel/Bienne,BE,3,61,1290
Salzhausstrasse,11,2500,Biel/Bienne,BE,3.5,65,1290
General-Dufour-Strasse,41,2502,Biel/Bienne,BE,2.5,44,1290
Poststrasse,26,2504,Biel/Bienne,BE,3,70,1295
Gerbergasse,1,2502,Biel/Bienne,BE,3,79,1300
Kontrollstrasse,8,2503,Biel/Bienne,BE,3.5,65,1300
Hainbuchenweg,17,2504,Biel/Bienne,BE,3,65,1300
Mettlenweg,94,2500,Biel/Bienne,BE,3.5,61,1300
Bahnhofplatz,8,2502,Biel/Bienne,BE,3,70,1300
Oberer Quai,66,2503,Biel/Bienne,BE,3,83,1300
Mettlenweg,92,2500,Biel/Bienne,BE,3,69,1310
Murtenstrasse,37,2502,Biel/Bienne,BE,3.5,75,1320
Länggasse,9,2504,Biel/Bienne,BE,2.5,55,1340
Mattenstrasse,25,2500,Biel/Bienne,BE,3.5,70,1350
Länggasse,9,2504,Biel/Bienne,BE,2.5,67,1350
Länggasse,44,2504,Biel/Bienne,BE,2,46,1355
Alfred Aebi-Strasse,59,2503,Biel/Bienne,BE,3.5,85,1360
Georg-Friedrich-Heilmann-Strasse,4,2502,Biel/Bienne,BE,2.5,65,1360
Bözingenstrasse,134,2504,Biel/Bienne,BE,4.5,94,1370
Bartolomäusweg,11,2504,Biel/Bienne,BE,3.5,67,1370
Waffengasse,18,2502,Biel/Bienne,BE,1,63,1370
Meisenweg,8,2503,Biel/Bienne,BE,4,72,1375
Verresiusstrasse,16,2502,Biel/Bienne,BE,3,73,1380
Jakobstrasse,42,2504,Biel/Bienne,BE,3.5,70,1380
Albrecht Haller - Strasse,6,2502,Biel/Bienne,BE,3,80,1390
Beaulieuweg,11,2504,Biel/Bienne,BE,3.5,67,1390
Mettstr.,59,2503,Biel/Bienne,BE,3.5,76,1390
Mettstrasse,61,2503,Biel/Bienne,BE,3.5,78,1390
Verresiusstrasse,16,2502,Biel/Bienne,BE,3,73,1390
Güterstrasse,6,2502,Biel/Bienne,BE,3,70,1390
Brüggstrasse,1,2503,Biel/Bienne,BE,2.5,81,1395
Mattenstrasse,36,2502,Biel/Bienne,BE,2.5,100,1400
Alfred-Aebi-Strasse,92,2503,Biel/Bienne,BE,3.5,65,1400
Schwanengasse,11,2503,Biel/Bienne,BE,2.5,70,1400
Oberer Quai,38,2500,Biel/Bienne,BE,3.5,60,1400
Bahnhofplatz,8,2502,Biel/Bienne,BE,3,70,1400
General-Dufourstrasse,104,2500,Biel/Bienne,BE,3,59,1400
rue du Jura,14,2500,Biel/Bienne,BE,3,65,1420
Bürenstrasse,43,2504,Biel/Bienne,BE,3.5,74,1420
Pianostrasse,38,2503,Biel/Bienne,BE,3.5,67,1420
Scheurenweg,43,2504,Biel/Bienne,BE,3,80,1420
Madretschstrasse,108,2503,Biel/Bienne,BE,2.5,79,1426
Bözingenstr.,141,2504,Biel/Bienne,BE,3.5,76,1430
Badhausstrasse,17,2503,Biel/Bienne,BE,3,66,1440
Alpenstrasse,46,2502,Biel/Bienne,BE,3.5,65,1440
Mettlenweg,100,2500,Biel/Bienne,BE,4,77,1440
Mettstrasse,61,2503,Biel/Bienne,BE,3.5,81,1445
Neumarktstrasse,44,2500,Biel/Bienne,BE,1,40,1450
Mattenstrasse,154,2503,Biel/Bienne,BE,3.5,81,1450
Spitalstrasse,30,2502,Biel/Bienne,BE,3,80,1450
G. Dufour-Strasse,123,2502,Biel/Bienne,BE,3.5,90,1450
Flurweg,8,2504,Biel/Bienne,BE,3,76,1450
Bartolomäusweg,27,2504,Biel/Bienne,BE,3.5,77,1460
Gerbergasse,6,2502,Biel/Bienne,BE,2.5,63,1460
Neumarktstrasse,27,2500,Biel/Bienne,BE,2.5,74,1465
Verresiusstrasse,15,2500,Biel/Bienne,BE,2.5,77,1470
Sägefeldweg,24,2504,Biel/Bienne,BE,4,90,1480
Haldenstrasse,26,2502,Biel/Bienne,BE,4.5,89,1480
Aegertenstrasse,14,2503,Biel/Bienne,BE,3.5,75,1480
Aegertenstrasse,18,2503,Biel/Bienne,BE,3.5,75,1480
Länggasse,50,2504,Biel/Bienne,BE,4,90,1480
Oberer Quai,22,2503,Biel/Bienne,BE,3.5,88,1480
Schwadernauweg,33,2504,Biel/Bienne,BE,3.5,71,1480
Georg-Friedrich-Heilmann-Strasse,4,2502,Biel/Bienne,BE,2.5,80,1480
Madretschstrasse,39,2502,Biel/Bienne,BE,2.5,71,1480
Mettstrasse,22,2503,Biel/Bienne,BE,3.5,80,1485
Hermann-Lienhardstrasse,47,2504,Biel/Bienne,BE,3,86,1490
Bahnhofplatz,1,2502,Biel/Bienne,BE,3.5,85,1490
Bartolomäusweg,15,2504,Biel/Bienne,BE,3.5,90,1490
Mettstrasse,157,2504,Biel/Bienne,BE,3.5,75,1500
Tulpenweg,16,2503,Biel/Bienne,BE,2.5,57,1500
Mühlebrücke,2,2502,Biel/Bienne,BE,3.5,90,1500
Barkenweg,3,2503,Biel/Bienne,BE,3.5,80,1500
Forellenweg,16,2500,Biel/Bienne,BE,4.5,78,1506
Murtenstrasse,58,2500,Biel/Bienne,BE,3.5,78,1510
Verresiusstrasse,15,2500,Biel/Bienne,BE,3.5,78,1510
Jakob-Stämpfli-Strasse,114,2502,Biel/Bienne,BE,2.5,67,1515
Jakob-Stämpfli-Strasse,116,2502,Biel/Bienne,BE,2.5,65,1515
Silbergasse,2,2502,Biel/Bienne,BE,3.5,85,1520
Tulpenweg,18,2503,Biel/Bienne,BE,2.5,57,1520
Tulpenweg,16,2503,Biel/Bienne,BE,2.5,57,1520
Güterstrasse,12,2502,Biel/Bienne,BE,3.5,77,1525
Orpundstrasse,24,2504,Biel/Bienne,BE,3.5,75,1530
Tulpenweg,16,2503,Biel/Bienne,BE,2.5,57,1530
Badhausstrasse,3,2503,Biel/Bienne,BE,3,64,1540
Friedweg,8,2503,Biel/Bienne,BE,3.5,73,1540
Tulpenweg,16,2503,Biel/Bienne,BE,2.5,57,1540
Löhrenweg,15,2504,Biel/Bienne,BE,3.5,75,1550
Freiestrasse,52,2502,Biel/Bienne,BE,3.5,80,1550
Tulpenweg,16,2503,Biel/Bienne,BE,2.5,57,1550
Solothurnstrasse,35,2504,Biel/Bienne,BE,3.5,80,1550
Blumenrain,52,2503,Biel/Bienne,BE,3.5,65,1550
Tulpenweg,15,2503,Biel/Bienne,BE,2.5,57,1560
Marktgasse,6,2502,Biel/Bienne,BE,2,72,1560
Tulpenweg,18,2503,Biel/Bienne,BE,2.5,57,1560
Tulpenweg,16,2503,Biel/Bienne,BE,2.5,57,1560
Madretschstrasse,39,2502,Biel/Bienne,BE,2.5,83,1560
Feldeckstrasse,11,2502,Biel/Bienne,BE,4,88,1580
Mühlestrasse,51,2504,Biel/Bienne,BE,4,81,1580
Freiestrasse,11,2502,Biel/Bienne,BE,2.5,89,1580
Feldeckstrasse,2,2502,Biel/Bienne,BE,4.5,80,1580
Tulpenweg,20,2503,Biel/Bienne,BE,2.5,57,1580
Fuchsenried,22,2504,Biel/Bienne,BE,4.5,88,1580
Tulpenweg,16,2503,Biel/Bienne,BE,2.5,57,1580
Tulpenweg,16,2503,Biel/Bienne,BE,2.5,57,1580
Scheurenweg,45,2500,Biel/Bienne,BE,3.5,90,1580
Schwadernauweg,14,2504,Biel/Bienne,BE,4.5,84,1580
