street,number,plz,place,canton,rooms,area,price
Seilerweg,16,2503,Biel/Bienne,BE,4,95,1580
Hermann-Lienhardstrasse,24,2504,Biel/Bienne,BE,4,80,1590
Jurastrasse,53,2503,Biel/Bienne,BE,4.5,99,1590
Badhausstrasse,5,2503,Biel/Bienne,BE,3,64,1590
Höheweg,24,2502,Biel/Bienne,BE,3.5,75,1590
Nidaugasse,37,2502,Biel/Bienne,BE,1,100,1590
Mattenstrasse,73,2503,Biel/Bienne,BE,3.5,95,1590
Bahnhofstrasse,1,2502,Biel/Bienne,BE,3.5,125,1595
Tulpenweg,15,2503,Biel/Bienne,BE,2.5,57,1600
Alfred-Aebi-Strasse,92,2503,Biel/Bienne,BE,2,84,1600
Florastrasse,22,2502,Biel/Bienne,BE,3.5,90,1600
Tulpenweg,16,2503,Biel/Bienne,BE,2.5,57,1600
Parkweg,10,2502,Biel/Bienne,BE,3.5,85,1600
Route du Büttenberg,66,2504,Biel/Bienne,BE,3.5,77,1620
Bartolomäusweg,13,2504,Biel/Bienne,BE,3.5,94,1620
Tulpenweg,16,2503,Biel/Bienne,BE,2.5,57,1620
Tulpenweg,16,2503,Biel/Bienne,BE,2.5,57,1620
Bartolomäusweg,13,2504,Biel/Bienne,BE,3.5,96,1620
Rechbergerstrasse,1,2502,Biel/Bienne,BE,4,103,1622
Sägefeldweg,47,2504,Biel/Bienne,BE,3.5,96,1630
Madretschstrasse,39,2502,Biel/Bienne,BE,2.5,90,1630
Industriegasse,8,2502,Biel/Bienne,BE,3.5,95,1650
Mattenstrasse,154,2503,Biel/Bienne,BE,3.5,81,1655
Madretschstrasse,39,2502,Biel/Bienne,BE,2.5,80,1660
Poststrasse,12,2504,Biel/Bienne,BE,3.5,93,1670
Badhausstrasse,17,2503,Biel/Bienne,BE,4,78,1670
Pianostrasse,38,2503,Biel/Bienne,BE,3.5,70,1680
Wilerbergweg,13,2504,Biel/Bienne,BE,3.5,85,1688
Korngasse,9,2502,Biel/Bienne,BE,4.5,95,1690
J. Verresius-Str.,13,2500,Biel/Bienne,BE,3.5,74,1690
Verresiusstrasse,16,2502,Biel/Bienne,BE,4,97,1690
Burggasse,1,2502,Biel/Bienne,BE,3,94,1690
Schmiedengasse,10,2502,Biel/Bienne,BE,3.5,85,1690
Salomegasse,16,2500,Biel/Bienne,BE,3.5,84,1695
Neumarktstrasse,31,2500,Biel/Bienne,BE,3.5,94,1695
Bahnhofstrasse,7,2502,Biel/Bienne,BE,2.5,84,1700
Zollhausstrasse,16,2504,Biel/Bienne,BE,3.5,77,1710
Fliederweg,3,2503,Biel/Bienne,BE,3.5,98,1710
Florastrasse,5,2502,Biel/Bienne,BE,3.5,77,1715
Badhausstrasse,13,2503,Biel/Bienne,BE,4,78,1720
Falkenstrasse,35,2502,Biel/Bienne,BE,3.5,89,1720
Aegertenstrasse,14,2503,Biel/Bienne,BE,4.5,90,1730
Verresiusstrasse,11,2502,Biel/Bienne,BE,4.5,99,1735
Marie-Louise-Bloesch-Weg,2,2503,Biel/Bienne,BE,3.5,89,1745
Juravorstadt,23,2502,Biel/Bienne,BE,4.5,118,1755
Silbergasse,2,2502,Biel/Bienne,BE,4.5,100,1760
Salomegasse,16,2500,Biel/Bienne,BE,3.5,95,1760
Schützengasse,42,2502,Biel/Bienne,BE,3.5,75,1760
Hintergasse,17,2504,Biel/Bienne,BE,3.5,81,1770
Karl-Neuhaus-Strasse,40,2502,Biel/Bienne,BE,3.5,91,1770
Waldrainstrasse,8,2503,Biel/Bienne,BE,3.5,99,1780
Hermann-Lienhardstrasse,49,2504,Biel/Bienne,BE,4.5,101,1780
Plänkestrasse,14,2502,Biel/Bienne,BE,4.5,110,1780
Hugistrasse,7,2502,Biel/Bienne,BE,3,64,1790
Schleusenweg,1,2502,Biel/Bienne,BE,4.5,102,1790
Marktgasse,29,2502,Biel/Bienne,BE,3.5,150,1795
Mittelstrasse,9,2502,Biel/Bienne,BE,4.5,85,1800
Mattenstrasse,114,2503,Biel/Bienne,BE,3.5,85,1810
Mittelstrasse,40,2502,Biel/Bienne,BE,1,110,1820
Marie-Louise-Bloesch-Weg,6,2503,Biel/Bienne,BE,3.5,89,1825
Zentralstrasse,68,2503,Biel/Bienne,BE,3.5,91,1830
Schwanengasse,11,2503,Biel/Bienne,BE,3.5,82,1830
Schwanengasse,11,2503,Biel/Bienne,BE,3.5,87,1830
Jakob-Stämpflistrasse,118,2502,Biel/Bienne,BE,3.5,86,1840
Zentralstrasse,33,2502,Biel/Bienne,BE,3.5,100,1850
Schwanengasse,11,2503,Biel/Bienne,BE,3.5,93,1870
Jakob-Stämpfli-Strasse,118,2502,Biel/Bienne,BE,3.5,86,1870
Alleestrasse,20,2503,Biel/Bienne,BE,4.5,105,1880
Cornouillerstrasse,2,2502,Biel/Bienne,BE,4.5,97,1880
Tulpenweg,15,2503,Biel/Bienne,BE,2.5,57,1890
Ländtestrasse,46,2503,Biel/Bienne,BE,4.5,102,1890
Alfred-Aebi-Strasse,92,2503,Biel/Bienne,BE,5,95,1900
Alfred-Aebi-Strasse,92,2503,Biel/Bienne,BE,4.5,95,1900
Jakob-Stämpfli-Strasse,112,2502,Biel/Bienne,BE,3.5,86,1910
Büttenbergstrasse,64,2504,Biel/Bienne,BE,3.5,87,1920
Mattenstrasse,73,2503,Biel/Bienne,BE,4.5,112,1920
Hugistrasse,6,2502,Biel/Bienne,BE,4.5,102,1930
Zentralstrasse,68,2503,Biel/Bienne,BE,3.5,93,1930
Poststrasse,12,2504,Biel/Bienne,BE,4.5,105,1930
Ernst-Schüler-Strasse,48,2502,Biel/Bienne,BE,4.5,120,1930
Badhausstrasse,21,2503,Biel/Bienne,BE,3,85,1935
Freiestrasse,15,2502,Biel/Bienne,BE,4.5,95,1940
Bahnhofplatz,9,2502,Biel/Bienne,BE,3.5,105,1950
Bürenstrasse,45,2504,Biel/Bienne,BE,4.5,112,1950
Schmiedengasse,8,2502,Biel/Bienne,BE,3.5,87,1950
Sägefeldweg,47,2504,Biel/Bienne,BE,4.5,112,1970
Zollhausstrasse,16,2504,Biel/Bienne,BE,4.5,100,1980
Höheweg,85,2502,Biel/Bienne,BE,3.5,91,1980
Alleestrasse,37,2503,Biel/Bienne,BE,4.5,106,1980
Fliederweg,5,2503,Biel/Bienne,BE,4.5,114,1980
Fliederweg,5,2503,Biel/Bienne,BE,3.5,131,1985
Gartenstrasse,9,2502,Biel/Bienne,BE,4.5,125,1990
Hintergasse,17,2504,Biel/Bienne,BE,4.5,92,1990
Narzissenweg,8,2504,Biel/Bienne,BE,4.5,130,1990
Poststrasse,12,2504,Biel/Bienne,BE,4.5,98,1990
Jakob-Stämpfli-Strasse,116,2502,Biel/Bienne,BE,3.5,86,1995
Alleestrasse,37,2503,Biel/Bienne,BE,3.5,105,1998
Wilerbergweg,5,2504,Biel/Bienne,BE,4.5,112,2010
Zentralstrasse,70,2503,Biel/Bienne,BE,4.5,103,2040
Neumarktstrasse,34,2502,Biel/Bienne,BE,5.5,124,2060
Louis BrÃ©guetweg,5,2502,Biel/Bienne,BE,4.5,113,2095
Waldrainstrasse,8,2503,Biel/Bienne,BE,4.5,109,2095
Feldeckstrasse,15,2502,Biel/Bienne,BE,4.5,113,2100
Poststrasse,7,2504,Biel/Bienne,BE,4.5,127,2105
Salomegasse,14,2500,Biel/Bienne,BE,4.5,118,2115
Büttenbergstrasse,62,2504,Biel/Bienne,BE,4.5,101,2130
Falkenstrasse,8,2502,Biel/Bienne,BE,4.5,114,2130
Rüschlistrasse,10,2502,Biel/Bienne,BE,4.5,116,2195
Aarbergstr.,107,2502,Biel/Bienne,BE,4.5,116,2196
Tulpenweg,15,2503,Biel/Bienne,BE,3.5,87,2230
Tulpenweg,15,2503,Biel/Bienne,BE,3.5,87,2230
Champagneallee,30,2502,Biel/Bienne,BE,5.5,110,2280
Poststrasse,12,2504,Biel/Bienne,BE,5.5,122,2280
Waldrainstrasse,8,2503,Biel/Bienne,BE,3.5,140,2295
Tulpenweg,15,2503,Biel/Bienne,BE,3.5,87,2330
Tulpenweg,15,2503,Biel/Bienne,BE,2.5,57,2340
Marktgasse,6,2502,Biel/Bienne,BE,4,142,2390
Florastrasse,1,2502,Biel/Bienne,BE,4.5,124,2395
Gerbergasse,4,2502,Biel/Bienne,BE,4.5,156,2400
Nidaugasse,8,2502,Biel/Bienne,BE,2.5,76,2400
Büttenberg,62,2504,Biel/Bienne,BE,5.5,110,2430
Sägefeldweg,47,2504,Biel/Bienne,BE,3.5,163,2430
Chemin de la Scierie,47,2504,Biel/Bienne,BE,3.5,163,2430
Höheweg,85,2502,Biel/Bienne,BE,3.5,96,2450
Bahnhofstrasse,14,2502,Biel/Bienne,BE,2,38,2450
Alfred-Aebi-Strasse,92,2503,Biel/Bienne,BE,4.5,103,2480
Haldenstrasse,80,2502,Biel/Bienne,BE,5.5,180,2490
Schmiedengasse,8,2502,Biel/Bienne,BE,4.5,160,2490
Bahnhofstrasse,26,2502,Biel/Bienne,BE,3.5,112,2500
Bahnhofstrasse,26,2502,Biel/Bienne,BE,4,112,2500
Nidaugasse,24,2502,Biel/Bienne,BE,4.5,132,2590
Höheweg,85,2502,Biel/Bienne,BE,4.5,113,2730
Albrecht-Haller-Strasse,9,2502,Biel/Bienne,BE,5.5,152,2910
Reuchenettestrasse,112,2504,Biel/Bienne,BE,5.5,144,2950
Höheweg,85,2502,Biel/Bienne,BE,4.5,155,2950
Burgunderweg,5,2505,Biel/Bienne,BE,5.5,115,2950
Höheweg,85,2502,Biel/Bienne,BE,4.5,155,2970
Rüschlistrasse,10,2502,Biel/Bienne,BE,6.5,165,3250
Rüschlistrasse,6,2502,Biel/Bienne,BE,7,195,3350
General Dufourstrasse,57,2502,Biel/Bienne,BE,3,50,990
Dufour,120,2502,Biel/Bienne,BE,3,68,1100
AllÃ©e de la Champagne,22,2502,Biel/Bienne,BE,2,70,1150
General-Dufour-Strasse,55,2502,Biel/Bienne,BE,3,80,1150
Johann-Verresius Strasse,8,2502,Biel/Bienne,BE,3,60,1167
Dufour,120,2502,Biel/Bienne,BE,3,68,1200
Solothurnstrasse,35,2504,Biel/Bienne,BE,2,52,1260
Reuchenettestrasse,20,2502,Biel/Bienne,BE,3.5,62,1300
Untergasse,8,2502,Biel/Bienne,BE,3.5,78,1400
Freiestrasse,11,2502,Biel/Bienne,BE,2.5,89,1600
